,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt
1159,p-so-12,X-coord,-1.0-1.0,1.75,1116.0,304.0,21.408450704225352,1.0
1255,p-so-13,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0
1351,p-so-14,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0
1447,p-so-15,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0
1543,p-so-16,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0
1639,p-so-2,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0
1735,p-so-3,X-coord,-1.0-1.0,1.75,1209.0,211.0,14.859154929577464,1.0
1831,p-so-4,X-coord,-1.0-1.0,1.75,1188.0,232.0,16.338028169014084,1.0
1927,p-so-5,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0
2023,p-so-6,X-coord,-1.0-1.0,1.75,1345.0,75.0,5.28169014084507,1.0
2119,p-so-7,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0
2215,p-so-8,X-coord,-1.0-1.0,1.75,1298.0,122.0,8.591549295774648,1.0
2311,p-so-9,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0
2407,pcpo-1,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0
2503,pcpo-2,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0
2599,pcpo-3,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0
2695,pnpo-1,X-coord,-1.0-1.0,1.75,1358.0,62.0,4.366197183098592,1.0
2791,pnpo-10,X-coord,-1.0-1.0,1.75,1351.0,69.0,4.859154929577465,1.0
2887,pnpo-11,X-coord,-1.0-1.0,1.75,1339.0,81.0,5.704225352112676,1.0
2983,pnpo-12,X-coord,-1.0-1.0,1.75,1329.0,91.0,6.408450704225352,1.0
3079,pnpo-13,X-coord,-1.0-1.0,1.75,1291.0,129.0,9.084507042253522,1.0
3175,pnpo-2,X-coord,-1.0-1.0,1.75,1140.0,280.0,19.718309859154928,1.0
3271,pnpo-3,X-coord,-1.0-1.0,1.75,1395.0,25.0,1.7605633802816902,1.0
3367,pnpo-4,X-coord,-1.0-1.0,1.75,1386.0,34.0,2.3943661971830985,1.0
3463,pnpo-5,X-coord,-1.0-1.0,1.75,1363.0,57.0,4.014084507042254,1.0
3559,pnpo-6,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0
3655,pnpo-7,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0
3751,pnpo-8,X-coord,-1.0-1.0,1.75,1363.0,57.0,4.014084507042254,1.0
3847,pnpo-9,X-coord,-1.0-1.0,1.75,1349.0,71.0,5.0,1.0
8,n-n-1,X-coord,-2.0-2.0,0.0,2345.0,495.0,17.429577464788732,0.0
104,n-n-2,X-coord,-2.0-2.0,0.0,2569.0,271.0,9.54225352112676,0.0
200,n-n-3,X-coord,-2.0-2.0,0.0,2566.0,274.0,9.647887323943662,0.0
296,n-n-4,X-coord,-2.0-2.0,0.0,2032.0,808.0,28.450704225352112,0.0
392,n-n-5,X-coord,-2.0-2.0,0.0,2655.0,185.0,6.514084507042254,0.0
488,p-p-1,X-coord,-2.0-2.0,0.0,1551.0,1289.0,45.38732394366197,0.0
584,p-p-2,X-coord,-2.0-2.0,0.0,1560.0,1280.0,45.070422535211264,0.0
680,p-p-3,X-coord,-2.0-2.0,0.0,1575.0,1265.0,44.54225352112676,0.0
776,p-p-4,X-coord,-2.0-2.0,0.0,1534.0,1306.0,45.985915492957744,0.0
872,p-so-1,X-coord,-2.0-2.0,0.0,1760.0,1080.0,38.028169014084504,1.0
968,p-so-10,X-coord,-2.0-2.0,0.0,1785.0,1055.0,37.147887323943664,1.0
1064,p-so-11,X-coord,-2.0-2.0,0.0,1582.0,1258.0,44.29577464788732,1.0
1160,p-so-12,X-coord,-2.0-2.0,0.0,1587.0,1253.0,44.11971830985915,1.0
1256,p-so-13,X-coord,-2.0-2.0,0.0,2093.0,747.0,26.302816901408452,1.0
1352,p-so-14,X-coord,-2.0-2.0,0.0,2026.0,814.0,28.661971830985916,1.0
1448,p-so-15,X-coord,-2.0-2.0,0.0,2062.0,778.0,27.3943661971831,1.0
1544,p-so-16,X-coord,-2.0-2.0,0.0,1711.0,1129.0,39.75352112676056,1.0
1640,p-so-2,X-coord,-2.0-2.0,0.0,2343.0,497.0,17.5,1.0
1736,p-so-3,X-coord,-2.0-2.0,0.0,1572.0,1268.0,44.647887323943664,1.0
1832,p-so-4,X-coord,-2.0-2.0,0.0,1574.0,1266.0,44.57746478873239,1.0
1928,p-so-5,X-coord,-2.0-2.0,0.0,1436.0,1404.0,49.436619718309856,1.0
2024,p-so-6,X-coord,-2.0-2.0,0.0,1951.0,889.0,31.302816901408452,1.0
2120,p-so-7,X-coord,-2.0-2.0,0.0,1860.0,980.0,34.50704225352113,1.0
2216,p-so-8,X-coord,-2.0-2.0,0.0,1805.0,1035.0,36.443661971830984,1.0
2312,p-so-9,X-coord,-2.0-2.0,0.0,2130.0,710.0,25.0,1.0
2408,pcpo-1,X-coord,-2.0-2.0,0.0,2171.0,669.0,23.556338028169016,0.0
2504,pcpo-2,X-coord,-2.0-2.0,0.0,2278.0,562.0,19.788732394366196,0.0
2600,pcpo-3,X-coord,-2.0-2.0,0.0,2385.0,455.0,16.02112676056338,0.0
2696,pnpo-1,X-coord,-2.0-2.0,0.0,1922.0,918.0,32.32394366197183,1.0
2792,pnpo-10,X-coord,-2.0-2.0,0.0,1868.0,972.0,34.225352112676056,1.0
2888,pnpo-11,X-coord,-2.0-2.0,0.0,1837.0,1003.0,35.316901408450704,1.0
2984,pnpo-12,X-coord,-2.0-2.0,0.0,1824.0,1016.0,35.774647887323944,1.0
3080,pnpo-13,X-coord,-2.0-2.0,0.0,1768.0,1072.0,37.74647887323944,1.0
3176,pnpo-2,X-coord,-2.0-2.0,0.0,1607.0,1233.0,43.41549295774648,1.0
3272,pnpo-3,X-coord,-2.0-2.0,0.0,2010.0,830.0,29.225352112676056,1.0
3368,pnpo-4,X-coord,-2.0-2.0,0.0,1977.0,863.0,30.387323943661972,1.0
3464,pnpo-5,X-coord,-2.0-2.0,0.0,1939.0,901.0,31.725352112676056,1.0
3560,pnpo-6,X-coord,-2.0-2.0,0.0,2476.0,364.0,12.816901408450704,1.0
3656,pnpo-7,X-coord,-2.0-2.0,0.0,2486.0,354.0,12.464788732394366,1.0
3752,pnpo-8,X-coord,-2.0-2.0,0.0,1856.0,984.0,34.647887323943664,1.0
3848,pnpo-9,X-coord,-2.0-2.0,0.0,1870.0,970.0,34.15492957746479,1.0
9,n-n-1,X-coord,-2.0-2.0,0.25,2577.0,263.0,9.26056338028169,0.0
105,n-n-2,X-coord,-2.0-2.0,0.25,2778.0,62.0,2.183098591549296,0.0
201,n-n-3,X-coord,-2.0-2.0,0.25,2770.0,70.0,2.464788732394366,0.0
297,n-n-4,X-coord,-2.0-2.0,0.25,2319.0,521.0,18.345070422535212,0.0
393,n-n-5,X-coord,-2.0-2.0,0.25,2824.0,16.0,0.5633802816901409,0.0
489,p-p-1,X-coord,-2.0-2.0,0.25,2033.0,807.0,28.41549295774648,0.0
585,p-p-2,X-coord,-2.0-2.0,0.25,2006.0,834.0,29.366197183098592,0.0
681,p-p-3,X-coord,-2.0-2.0,0.25,1850.0,990.0,34.859154929577464,0.0
777,p-p-4,X-coord,-2.0-2.0,0.25,1916.0,924.0,32.53521126760563,0.0
873,p-so-1,X-coord,-2.0-2.0,0.25,2086.0,754.0,26.549295774647888,1.0
969,p-so-10,X-coord,-2.0-2.0,0.25,2102.0,738.0,25.985915492957748,1.0
1065,p-so-11,X-coord,-2.0-2.0,0.25,1928.0,912.0,32.11267605633803,1.0
1161,p-so-12,X-coord,-2.0-2.0,0.25,1911.0,929.0,32.7112676056338,1.0
1257,p-so-13,X-coord,-2.0-2.0,0.25,2498.0,342.0,12.04225352112676,1.0
1353,p-so-14,X-coord,-2.0-2.0,0.25,2393.0,447.0,15.73943661971831,1.0
1449,p-so-15,X-coord,-2.0-2.0,0.25,2452.0,388.0,13.661971830985916,1.0
1545,p-so-16,X-coord,-2.0-2.0,0.25,2135.0,705.0,24.823943661971832,1.0
1641,p-so-2,X-coord,-2.0-2.0,0.25,2694.0,146.0,5.140845070422535,1.0
1737,p-so-3,X-coord,-2.0-2.0,0.25,1945.0,895.0,31.514084507042252,1.0
1833,p-so-4,X-coord,-2.0-2.0,0.25,1961.0,879.0,30.950704225352112,1.0
1929,p-so-5,X-coord,-2.0-2.0,0.25,1842.0,998.0,35.140845070422536,1.0
2025,p-so-6,X-coord,-2.0-2.0,0.25,2246.0,594.0,20.91549295774648,1.0
2121,p-so-7,X-coord,-2.0-2.0,0.25,2278.0,562.0,19.788732394366196,1.0
2217,p-so-8,X-coord,-2.0-2.0,0.25,2094.0,746.0,26.267605633802816,1.0
2313,p-so-9,X-coord,-2.0-2.0,0.25,2489.0,351.0,12.359154929577464,1.0
2409,pcpo-1,X-coord,-2.0-2.0,0.25,2586.0,254.0,8.943661971830986,0.0
2505,pcpo-2,X-coord,-2.0-2.0,0.25,2600.0,240.0,8.450704225352112,0.0
2601,pcpo-3,X-coord,-2.0-2.0,0.25,2670.0,170.0,5.985915492957746,0.0
2697,pnpo-1,X-coord,-2.0-2.0,0.25,2335.0,505.0,17.781690140845072,1.0
2793,pnpo-10,X-coord,-2.0-2.0,0.25,2142.0,698.0,24.577464788732396,1.0
2889,pnpo-11,X-coord,-2.0-2.0,0.25,2110.0,730.0,25.704225352112676,1.0
2985,pnpo-12,X-coord,-2.0-2.0,0.25,2090.0,750.0,26.408450704225352,1.0
3081,pnpo-13,X-coord,-2.0-2.0,0.25,2053.0,787.0,27.711267605633804,1.0
3177,pnpo-2,X-coord,-2.0-2.0,0.25,1981.0,859.0,30.246478873239436,1.0
3273,pnpo-3,X-coord,-2.0-2.0,0.25,2328.0,512.0,18.028169014084508,1.0
3369,pnpo-4,X-coord,-2.0-2.0,0.25,2306.0,534.0,18.802816901408452,1.0
3465,pnpo-5,X-coord,-2.0-2.0,0.25,2334.0,506.0,17.816901408450704,1.0
3561,pnpo-6,X-coord,-2.0-2.0,0.25,2753.0,87.0,3.063380281690141,1.0
3657,pnpo-7,X-coord,-2.0-2.0,0.25,2768.0,72.0,2.535211267605634,1.0
3753,pnpo-8,X-coord,-2.0-2.0,0.25,2288.0,552.0,19.43661971830986,1.0
3849,pnpo-9,X-coord,-2.0-2.0,0.25,2137.0,703.0,24.753521126760564,1.0
10,n-n-1,X-coord,-2.0-2.0,0.5,2686.0,154.0,5.422535211267606,0.0
106,n-n-2,X-coord,-2.0-2.0,0.5,2840.0,0.0,0.0,0.0
202,n-n-3,X-coord,-2.0-2.0,0.5,2840.0,0.0,0.0,0.0
298,n-n-4,X-coord,-2.0-2.0,0.5,2509.0,331.0,11.654929577464788,0.0
394,n-n-5,X-coord,-2.0-2.0,0.5,2840.0,0.0,0.0,0.0
490,p-p-1,X-coord,-2.0-2.0,0.5,2468.0,372.0,13.098591549295774,0.0
586,p-p-2,X-coord,-2.0-2.0,0.5,2659.0,181.0,6.373239436619718,0.0
682,p-p-3,X-coord,-2.0-2.0,0.5,2226.0,614.0,21.619718309859156,0.0
778,p-p-4,X-coord,-2.0-2.0,0.5,2524.0,316.0,11.126760563380282,0.0
874,p-so-1,X-coord,-2.0-2.0,0.5,2353.0,487.0,17.14788732394366,1.0
970,p-so-10,X-coord,-2.0-2.0,0.5,2333.0,507.0,17.85211267605634,1.0
1066,p-so-11,X-coord,-2.0-2.0,0.5,2124.0,716.0,25.211267605633804,1.0
1162,p-so-12,X-coord,-2.0-2.0,0.5,2084.0,756.0,26.619718309859156,1.0
1258,p-so-13,X-coord,-2.0-2.0,0.5,2726.0,114.0,4.014084507042254,1.0
1354,p-so-14,X-coord,-2.0-2.0,0.5,2726.0,114.0,4.014084507042254,1.0
1450,p-so-15,X-coord,-2.0-2.0,0.5,2799.0,41.0,1.443661971830986,1.0
1546,p-so-16,X-coord,-2.0-2.0,0.5,2429.0,411.0,14.471830985915492,1.0
1642,p-so-2,X-coord,-2.0-2.0,0.5,2840.0,0.0,0.0,1.0
1738,p-so-3,X-coord,-2.0-2.0,0.5,2156.0,684.0,24.08450704225352,1.0
1834,p-so-4,X-coord,-2.0-2.0,0.5,2172.0,668.0,23.52112676056338,1.0
1930,p-so-5,X-coord,-2.0-2.0,0.5,2131.0,709.0,24.964788732394368,1.0
2026,p-so-6,X-coord,-2.0-2.0,0.5,2385.0,455.0,16.02112676056338,1.0
2122,p-so-7,X-coord,-2.0-2.0,0.5,2517.0,323.0,11.373239436619718,1.0
2218,p-so-8,X-coord,-2.0-2.0,0.5,2314.0,526.0,18.52112676056338,1.0
2314,p-so-9,X-coord,-2.0-2.0,0.5,2753.0,87.0,3.063380281690141,1.0
2410,pcpo-1,X-coord,-2.0-2.0,0.5,2742.0,98.0,3.4507042253521125,0.0
2506,pcpo-2,X-coord,-2.0-2.0,0.5,2772.0,68.0,2.3943661971830985,0.0
2602,pcpo-3,X-coord,-2.0-2.0,0.5,2755.0,85.0,2.992957746478873,0.0
2698,pnpo-1,X-coord,-2.0-2.0,0.5,2465.0,375.0,13.204225352112676,1.0
2794,pnpo-10,X-coord,-2.0-2.0,0.5,2332.0,508.0,17.887323943661972,1.0
2890,pnpo-11,X-coord,-2.0-2.0,0.5,2309.0,531.0,18.697183098591548,1.0
2986,pnpo-12,X-coord,-2.0-2.0,0.5,2286.0,554.0,19.507042253521128,1.0
3082,pnpo-13,X-coord,-2.0-2.0,0.5,2271.0,569.0,20.035211267605632,1.0
3178,pnpo-2,X-coord,-2.0-2.0,0.5,2112.0,728.0,25.633802816901408,1.0
3274,pnpo-3,X-coord,-2.0-2.0,0.5,2430.0,410.0,14.43661971830986,1.0
3370,pnpo-4,X-coord,-2.0-2.0,0.5,2408.0,432.0,15.211267605633802,1.0
3466,pnpo-5,X-coord,-2.0-2.0,0.5,2474.0,366.0,12.887323943661972,1.0
3562,pnpo-6,X-coord,-2.0-2.0,0.5,2797.0,43.0,1.5140845070422535,1.0
3658,pnpo-7,X-coord,-2.0-2.0,0.5,2808.0,32.0,1.1267605633802817,1.0
3754,pnpo-8,X-coord,-2.0-2.0,0.5,2478.0,362.0,12.746478873239436,1.0
3850,pnpo-9,X-coord,-2.0-2.0,0.5,2320.0,520.0,18.309859154929576,1.0
11,n-n-1,X-coord,-2.0-2.0,0.75,2729.0,111.0,3.908450704225352,0.0
107,n-n-2,X-coord,-2.0-2.0,0.75,2840.0,0.0,0.0,0.0
203,n-n-3,X-coord,-2.0-2.0,0.75,2840.0,0.0,0.0,0.0
299,n-n-4,X-coord,-2.0-2.0,0.75,2624.0,216.0,7.605633802816901,0.0
395,n-n-5,X-coord,-2.0-2.0,0.75,2840.0,0.0,0.0,0.0
491,p-p-1,X-coord,-2.0-2.0,0.75,2662.0,178.0,6.267605633802817,0.0
587,p-p-2,X-coord,-2.0-2.0,0.75,2741.0,99.0,3.4859154929577465,0.0
683,p-p-3,X-coord,-2.0-2.0,0.75,2288.0,552.0,19.43661971830986,0.0
779,p-p-4,X-coord,-2.0-2.0,0.75,2783.0,57.0,2.007042253521127,0.0
875,p-so-1,X-coord,-2.0-2.0,0.75,2448.0,392.0,13.80281690140845,1.0
971,p-so-10,X-coord,-2.0-2.0,0.75,2370.0,470.0,16.549295774647888,1.0
1067,p-so-11,X-coord,-2.0-2.0,0.75,2160.0,680.0,23.943661971830984,1.0
1163,p-so-12,X-coord,-2.0-2.0,0.75,2103.0,737.0,25.950704225352112,1.0
1259,p-so-13,X-coord,-2.0-2.0,0.75,2779.0,61.0,2.147887323943662,1.0
1355,p-so-14,X-coord,-2.0-2.0,0.75,2832.0,8.0,0.28169014084507044,1.0
1451,p-so-15,X-coord,-2.0-2.0,0.75,2823.0,17.0,0.5985915492957746,1.0
1547,p-so-16,X-coord,-2.0-2.0,0.75,2664.0,176.0,6.197183098591549,1.0
1643,p-so-2,X-coord,-2.0-2.0,0.75,2840.0,0.0,0.0,1.0
1739,p-so-3,X-coord,-2.0-2.0,0.75,2218.0,622.0,21.901408450704224,1.0
1835,p-so-4,X-coord,-2.0-2.0,0.75,2223.0,617.0,21.725352112676056,1.0
1931,p-so-5,X-coord,-2.0-2.0,0.75,2358.0,482.0,16.971830985915492,1.0
2027,p-so-6,X-coord,-2.0-2.0,0.75,2427.0,413.0,14.54225352112676,1.0
2123,p-so-7,X-coord,-2.0-2.0,0.75,2563.0,277.0,9.753521126760564,1.0
2219,p-so-8,X-coord,-2.0-2.0,0.75,2365.0,475.0,16.725352112676056,1.0
2315,p-so-9,X-coord,-2.0-2.0,0.75,2824.0,16.0,0.5633802816901409,1.0
2411,pcpo-1,X-coord,-2.0-2.0,0.75,2797.0,43.0,1.5140845070422535,0.0
2507,pcpo-2,X-coord,-2.0-2.0,0.75,2803.0,37.0,1.3028169014084507,0.0
2603,pcpo-3,X-coord,-2.0-2.0,0.75,2785.0,55.0,1.9366197183098592,0.0
2699,pnpo-1,X-coord,-2.0-2.0,0.75,2499.0,341.0,12.007042253521126,1.0
2795,pnpo-10,X-coord,-2.0-2.0,0.75,2453.0,387.0,13.626760563380282,1.0
2891,pnpo-11,X-coord,-2.0-2.0,0.75,2430.0,410.0,14.43661971830986,1.0
2987,pnpo-12,X-coord,-2.0-2.0,0.75,2410.0,430.0,15.140845070422536,1.0
3083,pnpo-13,X-coord,-2.0-2.0,0.75,2401.0,439.0,15.45774647887324,1.0
3179,pnpo-2,X-coord,-2.0-2.0,0.75,2140.0,700.0,24.64788732394366,1.0
3275,pnpo-3,X-coord,-2.0-2.0,0.75,2490.0,350.0,12.32394366197183,1.0
3371,pnpo-4,X-coord,-2.0-2.0,0.75,2467.0,373.0,13.133802816901408,1.0
3467,pnpo-5,X-coord,-2.0-2.0,0.75,2508.0,332.0,11.690140845070422,1.0
3563,pnpo-6,X-coord,-2.0-2.0,0.75,2824.0,16.0,0.5633802816901409,1.0
3659,pnpo-7,X-coord,-2.0-2.0,0.75,2832.0,8.0,0.28169014084507044,1.0
3755,pnpo-8,X-coord,-2.0-2.0,0.75,2512.0,328.0,11.549295774647888,1.0
3851,pnpo-9,X-coord,-2.0-2.0,0.75,2419.0,421.0,14.82394366197183,1.0
12,n-n-1,X-coord,-2.0-2.0,1.0,2797.0,43.0,1.5140845070422535,0.0
108,n-n-2,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,0.0
204,n-n-3,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,0.0
300,n-n-4,X-coord,-2.0-2.0,1.0,2794.0,46.0,1.619718309859155,0.0
396,n-n-5,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,0.0
492,p-p-1,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,0.0
588,p-p-2,X-coord,-2.0-2.0,1.0,2800.0,40.0,1.408450704225352,0.0
684,p-p-3,X-coord,-2.0-2.0,1.0,2413.0,427.0,15.035211267605634,0.0
780,p-p-4,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,0.0
876,p-so-1,X-coord,-2.0-2.0,1.0,2572.0,268.0,9.43661971830986,1.0
972,p-so-10,X-coord,-2.0-2.0,1.0,2439.0,401.0,14.119718309859154,1.0
1068,p-so-11,X-coord,-2.0-2.0,1.0,2206.0,634.0,22.323943661971832,1.0
1164,p-so-12,X-coord,-2.0-2.0,1.0,2142.0,698.0,24.577464788732396,1.0
1260,p-so-13,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,1.0
1356,p-so-14,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,1.0
1452,p-so-15,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,1.0
1548,p-so-16,X-coord,-2.0-2.0,1.0,2728.0,112.0,3.943661971830986,1.0
1644,p-so-2,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,1.0
1740,p-so-3,X-coord,-2.0-2.0,1.0,2350.0,490.0,17.253521126760564,1.0
1836,p-so-4,X-coord,-2.0-2.0,1.0,2346.0,494.0,17.3943661971831,1.0
1932,p-so-5,X-coord,-2.0-2.0,1.0,2560.0,280.0,9.859154929577464,1.0
2028,p-so-6,X-coord,-2.0-2.0,1.0,2503.0,337.0,11.866197183098592,1.0
2124,p-so-7,X-coord,-2.0-2.0,1.0,2656.0,184.0,6.47887323943662,1.0
2220,p-so-8,X-coord,-2.0-2.0,1.0,2449.0,391.0,13.767605633802816,1.0
2316,p-so-9,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,1.0
2412,pcpo-1,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,0.0
2508,pcpo-2,X-coord,-2.0-2.0,1.0,2833.0,7.0,0.24647887323943662,0.0
2604,pcpo-3,X-coord,-2.0-2.0,1.0,2819.0,21.0,0.7394366197183099,0.0
2700,pnpo-1,X-coord,-2.0-2.0,1.0,2566.0,274.0,9.647887323943662,1.0
2796,pnpo-10,X-coord,-2.0-2.0,1.0,2524.0,316.0,11.126760563380282,1.0
2892,pnpo-11,X-coord,-2.0-2.0,1.0,2507.0,333.0,11.725352112676056,1.0
2988,pnpo-12,X-coord,-2.0-2.0,1.0,2485.0,355.0,12.5,1.0
3084,pnpo-13,X-coord,-2.0-2.0,1.0,2431.0,409.0,14.401408450704226,1.0
3180,pnpo-2,X-coord,-2.0-2.0,1.0,2192.0,648.0,22.816901408450704,1.0
3276,pnpo-3,X-coord,-2.0-2.0,1.0,2590.0,250.0,8.80281690140845,1.0
3372,pnpo-4,X-coord,-2.0-2.0,1.0,2570.0,270.0,9.507042253521126,1.0
3468,pnpo-5,X-coord,-2.0-2.0,1.0,2574.0,266.0,9.366197183098592,1.0
3564,pnpo-6,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,1.0
3660,pnpo-7,X-coord,-2.0-2.0,1.0,2840.0,0.0,0.0,1.0
3756,pnpo-8,X-coord,-2.0-2.0,1.0,2578.0,262.0,9.225352112676056,1.0
3852,pnpo-9,X-coord,-2.0-2.0,1.0,2520.0,320.0,11.267605633802816,1.0
13,n-n-1,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,0.0
109,n-n-2,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,0.0
205,n-n-3,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,0.0
301,n-n-4,X-coord,-2.0-2.0,1.25,2829.0,11.0,0.3873239436619718,0.0
397,n-n-5,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,0.0
493,p-p-1,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,0.0
589,p-p-2,X-coord,-2.0-2.0,1.25,2834.0,6.0,0.2112676056338028,0.0
685,p-p-3,X-coord,-2.0-2.0,1.25,2507.0,333.0,11.725352112676056,0.0
781,p-p-4,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,0.0
877,p-so-1,X-coord,-2.0-2.0,1.25,2651.0,189.0,6.654929577464789,1.0
973,p-so-10,X-coord,-2.0-2.0,1.25,2482.0,358.0,12.605633802816902,1.0
1069,p-so-11,X-coord,-2.0-2.0,1.25,2239.0,601.0,21.161971830985916,1.0
1165,p-so-12,X-coord,-2.0-2.0,1.25,2176.0,664.0,23.380281690140844,1.0
1261,p-so-13,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,1.0
1357,p-so-14,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,1.0
1453,p-so-15,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,1.0
1549,p-so-16,X-coord,-2.0-2.0,1.25,2761.0,79.0,2.7816901408450705,1.0
1645,p-so-2,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,1.0
1741,p-so-3,X-coord,-2.0-2.0,1.25,2418.0,422.0,14.859154929577464,1.0
1837,p-so-4,X-coord,-2.0-2.0,1.25,2425.0,415.0,14.612676056338028,1.0
1933,p-so-5,X-coord,-2.0-2.0,1.25,2740.0,100.0,3.5211267605633805,1.0
2029,p-so-6,X-coord,-2.0-2.0,1.25,2573.0,267.0,9.401408450704226,1.0
2125,p-so-7,X-coord,-2.0-2.0,1.25,2729.0,111.0,3.908450704225352,1.0
2221,p-so-8,X-coord,-2.0-2.0,1.25,2480.0,360.0,12.67605633802817,1.0
2317,p-so-9,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,1.0
2413,pcpo-1,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,0.0
2509,pcpo-2,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,0.0
2605,pcpo-3,X-coord,-2.0-2.0,1.25,2836.0,4.0,0.14084507042253522,0.0
2701,pnpo-1,X-coord,-2.0-2.0,1.25,2611.0,229.0,8.06338028169014,1.0
2797,pnpo-10,X-coord,-2.0-2.0,1.25,2539.0,301.0,10.598591549295774,1.0
2893,pnpo-11,X-coord,-2.0-2.0,1.25,2523.0,317.0,11.161971830985916,1.0
2989,pnpo-12,X-coord,-2.0-2.0,1.25,2502.0,338.0,11.901408450704226,1.0
3085,pnpo-13,X-coord,-2.0-2.0,1.25,2449.0,391.0,13.767605633802816,1.0
3181,pnpo-2,X-coord,-2.0-2.0,1.25,2234.0,606.0,21.338028169014084,1.0
3277,pnpo-3,X-coord,-2.0-2.0,1.25,2645.0,195.0,6.866197183098592,1.0
3373,pnpo-4,X-coord,-2.0-2.0,1.25,2622.0,218.0,7.676056338028169,1.0
3469,pnpo-5,X-coord,-2.0-2.0,1.25,2619.0,221.0,7.78169014084507,1.0
3565,pnpo-6,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,1.0
3661,pnpo-7,X-coord,-2.0-2.0,1.25,2840.0,0.0,0.0,1.0
3757,pnpo-8,X-coord,-2.0-2.0,1.25,2619.0,221.0,7.78169014084507,1.0
3853,pnpo-9,X-coord,-2.0-2.0,1.25,2536.0,304.0,10.704225352112676,1.0
14,n-n-1,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
110,n-n-2,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
206,n-n-3,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
302,n-n-4,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
398,n-n-5,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
494,p-p-1,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
590,p-p-2,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
686,p-p-3,X-coord,-2.0-2.0,1.5,2635.0,205.0,7.21830985915493,0.0
782,p-p-4,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,0.0
878,p-so-1,X-coord,-2.0-2.0,1.5,2756.0,84.0,2.9577464788732395,1.0
974,p-so-10,X-coord,-2.0-2.0,1.5,2568.0,272.0,9.577464788732394,1.0
1070,p-so-11,X-coord,-2.0-2.0,1.5,2307.0,533.0,18.767605633802816,1.0
1166,p-so-12,X-coord,-2.0-2.0,1.5,2246.0,594.0,20.91549295774648,1.0
1262,p-so-13,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
1358,p-so-14,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
1454,p-so-15,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
1550,p-so-16,X-coord,-2.0-2.0,1.5,2781.0,59.0,2.0774647887323945,1.0
1646,p-so-2,X-coord,-2.0-2.0,1.5,2840.0,0.0,0.0,1.0
1742,p-so-3,X-coord,-2.0-2.0,1.5,2504.0,336.0,11.830985915492958,1.0
