,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt,Coefficient,Weighted_percent_filled
1541,p-so-16,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.20657424340670738,0.0
1637,p-so-2,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.20657424340670738,0.0
1733,p-so-3,X-coord,-1.0-1.0,1.25,1110.0,310.0,21.830985915492956,1.0,0.20657424340670738,4.509719398315442
1829,p-so-4,X-coord,-1.0-1.0,1.25,1107.0,313.0,22.04225352112676,1.0,0.20657424340670738,4.553361844105592
1925,p-so-5,X-coord,-1.0-1.0,1.25,1414.0,6.0,0.4225352112676056,1.0,0.20657424340670738,0.0872848915802989
2021,p-so-6,X-coord,-1.0-1.0,1.25,1242.0,178.0,12.535211267605634,1.0,0.20657424340670738,2.589451783548867
2117,p-so-7,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.20657424340670738,0.0
2213,p-so-8,X-coord,-1.0-1.0,1.25,1213.0,207.0,14.577464788732394,1.0,0.20657424340670738,3.0113287595203118
2309,p-so-9,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.20657424340670738,0.0
2405,pcpo-1,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.20657424340670738,0.0
2501,pcpo-2,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.20657424340670738,0.0
2597,pcpo-3,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,0.0,0.20657424340670738,0.0
2693,pnpo-1,X-coord,-1.0-1.0,1.25,1300.0,120.0,8.450704225352112,1.0,0.20657424340670738,1.7456978316059777
2789,pnpo-10,X-coord,-1.0-1.0,1.25,1321.0,99.0,6.971830985915493,1.0,0.20657424340670738,1.4402007110749317
2885,pnpo-11,X-coord,-1.0-1.0,1.25,1309.0,111.0,7.816901408450704,1.0,0.20657424340670738,1.6147704942355294
2981,pnpo-12,X-coord,-1.0-1.0,1.25,1294.0,126.0,8.873239436619718,1.0,0.20657424340670738,1.8329827231862768
3077,pnpo-13,X-coord,-1.0-1.0,1.25,1251.0,169.0,11.901408450704226,1.0,0.20657424340670738,2.458524446178419
3173,pnpo-2,X-coord,-1.0-1.0,1.25,1073.0,347.0,24.43661971830986,1.0,0.20657424340670738,5.047976229727286
3269,pnpo-3,X-coord,-1.0-1.0,1.25,1284.0,136.0,9.577464788732394,1.0,0.20657424340670738,1.9784575424867747
3365,pnpo-4,X-coord,-1.0-1.0,1.25,1266.0,154.0,10.845070422535212,1.0,0.20657424340670738,2.2403122172276717
3461,pnpo-5,X-coord,-1.0-1.0,1.25,1308.0,112.0,7.887323943661972,1.0,0.20657424340670738,1.6293179761655794
3557,pnpo-6,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.20657424340670738,0.0
3653,pnpo-7,X-coord,-1.0-1.0,1.25,1420.0,0.0,0.0,1.0,0.20657424340670738,0.0
3749,pnpo-8,X-coord,-1.0-1.0,1.25,1308.0,112.0,7.887323943661972,1.0,0.20657424340670738,1.6293179761655794
3845,pnpo-9,X-coord,-1.0-1.0,1.25,1319.0,101.0,7.112676056338028,1.0,0.20657424340670738,1.4692956749350314
6,n-n-1,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
102,n-n-2,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
198,n-n-3,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
294,n-n-4,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
390,n-n-5,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
486,p-p-1,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
582,p-p-2,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
678,p-p-3,X-coord,-1.0-1.0,1.5,1320.0,100.0,7.042253521126761,0.0,0.1853601326980948,1.3053530471696817
774,p-p-4,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
870,p-so-1,X-coord,-1.0-1.0,1.5,1363.0,57.0,4.014084507042254,1.0,0.1853601326980948,0.7440512368867186
966,p-so-10,X-coord,-1.0-1.0,1.5,1253.0,167.0,11.76056338028169,1.0,0.1853601326980948,2.1799395887733684
1062,p-so-11,X-coord,-1.0-1.0,1.5,1118.0,302.0,21.267605633802816,1.0,0.1853601326980948,3.942166202452438
1158,p-so-12,X-coord,-1.0-1.0,1.5,1084.0,336.0,23.661971830985916,1.0,0.1853601326980948,4.385986238490131
1254,p-so-13,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,1.0,0.1853601326980948,0.0
1350,p-so-14,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,1.0,0.1853601326980948,0.0
1446,p-so-15,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,1.0,0.1853601326980948,0.0
1542,p-so-16,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,1.0,0.1853601326980948,0.0
1638,p-so-2,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,1.0,0.1853601326980948,0.0
1734,p-so-3,X-coord,-1.0-1.0,1.5,1162.0,258.0,18.169014084507044,1.0,0.1853601326980948,3.367810861697779
1830,p-so-4,X-coord,-1.0-1.0,1.5,1147.0,273.0,19.225352112676056,1.0,0.1853601326980948,3.5636138187732307
1926,p-so-5,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,1.0,0.1853601326980948,0.0
2022,p-so-6,X-coord,-1.0-1.0,1.5,1297.0,123.0,8.661971830985916,1.0,0.1853601326980948,1.6055842480187084
2118,p-so-7,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,1.0,0.1853601326980948,0.0
2214,p-so-8,X-coord,-1.0-1.0,1.5,1258.0,162.0,11.408450704225352,1.0,0.1853601326980948,2.1146719364148843
2310,p-so-9,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,1.0,0.1853601326980948,0.0
2406,pcpo-1,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
2502,pcpo-2,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
2598,pcpo-3,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,0.0,0.1853601326980948,0.0
2694,pnpo-1,X-coord,-1.0-1.0,1.5,1331.0,89.0,6.267605633802817,1.0,0.1853601326980948,1.1617642119810165
2790,pnpo-10,X-coord,-1.0-1.0,1.5,1336.0,84.0,5.915492957746479,1.0,0.1853601326980948,1.0964965596225327
2886,pnpo-11,X-coord,-1.0-1.0,1.5,1325.0,95.0,6.690140845070423,1.0,0.1853601326980948,1.2400853948111976
2982,pnpo-12,X-coord,-1.0-1.0,1.5,1310.0,110.0,7.746478873239437,1.0,0.1853601326980948,1.4358883518866499
3078,pnpo-13,X-coord,-1.0-1.0,1.5,1273.0,147.0,10.352112676056338,1.0,0.1853601326980948,1.918868979339432
3174,pnpo-2,X-coord,-1.0-1.0,1.5,1103.0,317.0,22.323943661971832,1.0,0.1853601326980948,4.1379691595278905
3270,pnpo-3,X-coord,-1.0-1.0,1.5,1345.0,75.0,5.28169014084507,1.0,0.1853601326980948,0.9790147853772612
3366,pnpo-4,X-coord,-1.0-1.0,1.5,1331.0,89.0,6.267605633802817,1.0,0.1853601326980948,1.1617642119810165
3462,pnpo-5,X-coord,-1.0-1.0,1.5,1336.0,84.0,5.915492957746479,1.0,0.1853601326980948,1.0964965596225327
3558,pnpo-6,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,1.0,0.1853601326980948,0.0
3654,pnpo-7,X-coord,-1.0-1.0,1.5,1420.0,0.0,0.0,1.0,0.1853601326980948,0.0
3750,pnpo-8,X-coord,-1.0-1.0,1.5,1336.0,84.0,5.915492957746479,1.0,0.1853601326980948,1.0964965596225327
3846,pnpo-9,X-coord,-1.0-1.0,1.5,1334.0,86.0,6.056338028169014,1.0,0.1853601326980948,1.1226036205659262
7,n-n-1,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
103,n-n-2,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
199,n-n-3,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
295,n-n-4,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
391,n-n-5,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
487,p-p-1,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
583,p-p-2,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
679,p-p-3,X-coord,-1.0-1.0,1.75,1357.0,63.0,4.436619718309859,0.0,0.15508879781746418,0.6880700184859326
775,p-p-4,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
871,p-so-1,X-coord,-1.0-1.0,1.75,1411.0,9.0,0.6338028169014085,1.0,0.15508879781746418,0.0982957169265618
967,p-so-10,X-coord,-1.0-1.0,1.75,1305.0,115.0,8.098591549295774,1.0,0.15508879781746418,1.2560008273949563
1063,p-so-11,X-coord,-1.0-1.0,1.75,1145.0,275.0,19.366197183098592,1.0,0.15508879781746418,3.003480239422722
1159,p-so-12,X-coord,-1.0-1.0,1.75,1116.0,304.0,21.408450704225352,1.0,0.15508879781746418,3.3202108828527543
1255,p-so-13,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0,0.15508879781746418,0.0
1351,p-so-14,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0,0.15508879781746418,0.0
1447,p-so-15,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0,0.15508879781746418,0.0
1543,p-so-16,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0,0.15508879781746418,0.0
1639,p-so-2,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0,0.15508879781746418,0.0
1735,p-so-3,X-coord,-1.0-1.0,1.75,1209.0,211.0,14.859154929577464,1.0,0.15508879781746418,2.3044884746116154
1831,p-so-4,X-coord,-1.0-1.0,1.75,1188.0,232.0,16.338028169014084,1.0,0.15508879781746418,2.53384514744026
1927,p-so-5,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0,0.15508879781746418,0.0
2023,p-so-6,X-coord,-1.0-1.0,1.75,1345.0,75.0,5.28169014084507,1.0,0.15508879781746418,0.819130974388015
2119,p-so-7,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0,0.15508879781746418,0.0
2215,p-so-8,X-coord,-1.0-1.0,1.75,1298.0,122.0,8.591549295774648,1.0,0.15508879781746418,1.3324530516711712
2311,p-so-9,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0,0.15508879781746418,0.0
2407,pcpo-1,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
2503,pcpo-2,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
2599,pcpo-3,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,0.0,0.15508879781746418,0.0
2695,pnpo-1,X-coord,-1.0-1.0,1.75,1358.0,62.0,4.366197183098592,1.0,0.15508879781746418,0.6771482721607591
2791,pnpo-10,X-coord,-1.0-1.0,1.75,1351.0,69.0,4.859154929577465,1.0,0.15508879781746418,0.7536004964369739
2887,pnpo-11,X-coord,-1.0-1.0,1.75,1339.0,81.0,5.704225352112676,1.0,0.15508879781746418,0.8846614523390562
2983,pnpo-12,X-coord,-1.0-1.0,1.75,1329.0,91.0,6.408450704225352,1.0,0.15508879781746418,0.9938789155907916
3079,pnpo-13,X-coord,-1.0-1.0,1.75,1291.0,129.0,9.084507042253522,1.0,0.15508879781746418,1.408905275947386
3175,pnpo-2,X-coord,-1.0-1.0,1.75,1140.0,280.0,19.718309859154928,1.0,0.15508879781746418,3.0580889710485892
3271,pnpo-3,X-coord,-1.0-1.0,1.75,1395.0,25.0,1.7605633802816902,1.0,0.15508879781746418,0.27304365812933834
3367,pnpo-4,X-coord,-1.0-1.0,1.75,1386.0,34.0,2.3943661971830985,1.0,0.15508879781746418,0.37133937505590014
3463,pnpo-5,X-coord,-1.0-1.0,1.75,1363.0,57.0,4.014084507042254,1.0,0.15508879781746418,0.6225395405348915
3559,pnpo-6,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0,0.15508879781746418,0.0
3655,pnpo-7,X-coord,-1.0-1.0,1.75,1420.0,0.0,0.0,1.0,0.15508879781746418,0.0
3751,pnpo-8,X-coord,-1.0-1.0,1.75,1363.0,57.0,4.014084507042254,1.0,0.15508879781746418,0.6225395405348915
3847,pnpo-9,X-coord,-1.0-1.0,1.75,1349.0,71.0,5.0,1.0,0.15508879781746418,0.7754439890873209
8,n-n-1,X-coord,-2.0-2.0,0.0,2345.0,495.0,17.429577464788732,0.0,0.09006697878834463,1.5698293838109363
104,n-n-2,X-coord,-2.0-2.0,0.0,2569.0,271.0,9.54225352112676,0.0,0.09006697878834463,0.8594419454803308
200,n-n-3,X-coord,-2.0-2.0,0.0,2566.0,274.0,9.647887323943662,0.0,0.09006697878834463,0.8689560629579729
296,n-n-4,X-coord,-2.0-2.0,0.0,2032.0,808.0,28.450704225352112,0.0,0.09006697878834463,2.562468973978256
392,n-n-5,X-coord,-2.0-2.0,0.0,2655.0,185.0,6.514084507042254,0.0,0.09006697878834463,0.5867039111212591
488,p-p-1,X-coord,-2.0-2.0,0.0,1551.0,1289.0,45.38732394366197,0.0,0.09006697878834463,4.087899142893529
584,p-p-2,X-coord,-2.0-2.0,0.0,1560.0,1280.0,45.070422535211264,0.0,0.09006697878834463,4.059356790460603
680,p-p-3,X-coord,-2.0-2.0,0.0,1575.0,1265.0,44.54225352112676,0.0,0.09006697878834463,4.0117862030723925
776,p-p-4,X-coord,-2.0-2.0,0.0,1534.0,1306.0,45.985915492957744,0.0,0.09006697878834463,4.141812475266834
872,p-so-1,X-coord,-2.0-2.0,0.0,1760.0,1080.0,38.028169014084504,1.0,0.09006697878834463,3.4250822919511337
968,p-so-10,X-coord,-2.0-2.0,0.0,1785.0,1055.0,37.147887323943664,1.0,0.09006697878834463,3.3457979796374504
1064,p-so-11,X-coord,-2.0-2.0,0.0,1582.0,1258.0,44.29577464788732,1.0,0.09006697878834463,3.9895865956245613
1160,p-so-12,X-coord,-2.0-2.0,0.0,1587.0,1253.0,44.11971830985915,1.0,0.09006697878834463,3.9737297331618247
1256,p-so-13,X-coord,-2.0-2.0,0.0,2093.0,747.0,26.302816901408452,1.0,0.09006697878834463,2.3690152519328675
1352,p-so-14,X-coord,-2.0-2.0,0.0,2026.0,814.0,28.661971830985916,1.0,0.09006697878834463,2.58149720893354
1448,p-so-15,X-coord,-2.0-2.0,0.0,2062.0,778.0,27.3943661971831,1.0,0.09006697878834463,2.4673277992018354
1544,p-so-16,X-coord,-2.0-2.0,0.0,1711.0,1129.0,39.75352112676056,1.0,0.09006697878834463,3.5804795440859536
1640,p-so-2,X-coord,-2.0-2.0,0.0,2343.0,497.0,17.5,1.0,0.09006697878834463,1.576172128796031
1736,p-so-3,X-coord,-2.0-2.0,0.0,1572.0,1268.0,44.647887323943664,1.0,0.09006697878834463,4.0213003205500355
1832,p-so-4,X-coord,-2.0-2.0,0.0,1574.0,1266.0,44.57746478873239,1.0,0.09006697878834463,4.0149575755649405
1928,p-so-5,X-coord,-2.0-2.0,0.0,1436.0,1404.0,49.436619718309856,1.0,0.09006697878834463,4.4526069795364736
2024,p-so-6,X-coord,-2.0-2.0,0.0,1951.0,889.0,31.302816901408452,1.0,0.09006697878834463,2.8193501458745907
2120,p-so-7,X-coord,-2.0-2.0,0.0,1860.0,980.0,34.50704225352113,1.0,0.09006697878834463,3.1079450426963993
2216,p-so-8,X-coord,-2.0-2.0,0.0,1805.0,1035.0,36.443661971830984,1.0,0.09006697878834463,3.2823705297865033
2312,p-so-9,X-coord,-2.0-2.0,0.0,2130.0,710.0,25.0,1.0,0.09006697878834463,2.251674469708616
2408,pcpo-1,X-coord,-2.0-2.0,0.0,2171.0,669.0,23.556338028169016,0.0,0.09006697878834463,2.1216481975141748
2504,pcpo-2,X-coord,-2.0-2.0,0.0,2278.0,562.0,19.788732394366196,0.0,0.09006697878834463,1.7823113408116085
2600,pcpo-3,X-coord,-2.0-2.0,0.0,2385.0,455.0,16.02112676056338,0.0,0.09006697878834463,1.4429744841090424
2696,pnpo-1,X-coord,-2.0-2.0,0.0,1922.0,918.0,32.32394366197183,1.0,0.09006697878834463,2.911319948158464
2792,pnpo-10,X-coord,-2.0-2.0,0.0,1868.0,972.0,34.225352112676056,1.0,0.09006697878834463,3.0825740627560205
2888,pnpo-11,X-coord,-2.0-2.0,0.0,1837.0,1003.0,35.316901408450704,1.0,0.09006697878834463,3.1808866100249884
2984,pnpo-12,X-coord,-2.0-2.0,0.0,1824.0,1016.0,35.774647887323944,1.0,0.09006697878834463,3.222114452428104
3080,pnpo-13,X-coord,-2.0-2.0,0.0,1768.0,1072.0,37.74647887323944,1.0,0.09006697878834463,3.3997113120107554
3176,pnpo-2,X-coord,-2.0-2.0,0.0,1607.0,1233.0,43.41549295774648,1.0,0.09006697878834463,3.910302283310878
3272,pnpo-3,X-coord,-2.0-2.0,0.0,2010.0,830.0,29.225352112676056,1.0,0.09006697878834463,2.6322391688142974
3368,pnpo-4,X-coord,-2.0-2.0,0.0,1977.0,863.0,30.387323943661972,1.0,0.09006697878834463,2.73689446106836
3464,pnpo-5,X-coord,-2.0-2.0,0.0,1939.0,901.0,31.725352112676056,1.0,0.09006697878834463,2.857406615785159
3560,pnpo-6,X-coord,-2.0-2.0,0.0,2476.0,364.0,12.816901408450704,1.0,0.09006697878834463,1.154379587287234
3656,pnpo-7,X-coord,-2.0-2.0,0.0,2486.0,354.0,12.464788732394366,1.0,0.09006697878834463,1.1226658623617605
3752,pnpo-8,X-coord,-2.0-2.0,0.0,1856.0,984.0,34.647887323943664,1.0,0.09006697878834463,3.120630532666589
3848,pnpo-9,X-coord,-2.0-2.0,0.0,1870.0,970.0,34.15492957746479,1.0,0.09006697878834463,3.076231317770926
9,n-n-1,X-coord,-2.0-2.0,0.25,2577.0,263.0,9.26056338028169,0.0,0.07922380494302365,0.7336570669019444
105,n-n-2,X-coord,-2.0-2.0,0.25,2778.0,62.0,2.183098591549296,0.0,0.07922380494302365,0.17295337698829108
201,n-n-3,X-coord,-2.0-2.0,0.25,2770.0,70.0,2.464788732394366,0.0,0.07922380494302365,0.1952699417609738
297,n-n-4,X-coord,-2.0-2.0,0.25,2319.0,521.0,18.345070422535212,0.0,0.07922380494302365,1.4533662808209622
393,n-n-5,X-coord,-2.0-2.0,0.25,2824.0,16.0,0.5633802816901409,0.0,0.07922380494302365,0.04463312954536544
489,p-p-1,X-coord,-2.0-2.0,0.25,2033.0,807.0,28.41549295774648,0.0,0.07922380494302365,2.2511834714443695
585,p-p-2,X-coord,-2.0-2.0,0.25,2006.0,834.0,29.366197183098592,0.0,0.07922380494302365,2.3265018775521735
681,p-p-3,X-coord,-2.0-2.0,0.25,1850.0,990.0,34.859154929577464,0.0,0.07922380494302365,2.7616748906194863
777,p-p-4,X-coord,-2.0-2.0,0.25,1916.0,924.0,32.53521126760563,0.0,0.07922380494302365,2.577563231244854
873,p-so-1,X-coord,-2.0-2.0,0.25,2086.0,754.0,26.549295774647888,1.0,0.07922380494302365,2.1033362298253464
969,p-so-10,X-coord,-2.0-2.0,0.25,2102.0,738.0,25.985915492957748,1.0,0.07922380494302365,2.058703100279981
1065,p-so-11,X-coord,-2.0-2.0,0.25,1928.0,912.0,32.11267605633803,1.0,0.07922380494302365,2.54408838408583
1161,p-so-12,X-coord,-2.0-2.0,0.25,1911.0,929.0,32.7112676056338,1.0,0.07922380494302365,2.5915110842277804
1257,p-so-13,X-coord,-2.0-2.0,0.25,2498.0,342.0,12.04225352112676,1.0,0.07922380494302365,0.9540331440321862
1353,p-so-14,X-coord,-2.0-2.0,0.25,2393.0,447.0,15.73943661971831,1.0,0.07922380494302365,1.246938056673647
1449,p-so-15,X-coord,-2.0-2.0,0.25,2452.0,388.0,13.661971830985916,1.0,0.07922380494302365,1.082353391475112
1545,p-so-16,X-coord,-2.0-2.0,0.25,2135.0,705.0,24.823943661971832,1.0,0.07922380494302365,1.9666472705926648
1641,p-so-2,X-coord,-2.0-2.0,0.25,2694.0,146.0,5.140845070422535,1.0,0.07922380494302365,0.4072773071014596
1737,p-so-3,X-coord,-2.0-2.0,0.25,1945.0,895.0,31.514084507042252,1.0,0.07922380494302365,2.496665683943879
1833,p-so-4,X-coord,-2.0-2.0,0.25,1961.0,879.0,30.950704225352112,1.0,0.07922380494302365,2.4520325543985138
1929,p-so-5,X-coord,-2.0-2.0,0.25,1842.0,998.0,35.140845070422536,1.0,0.07922380494302365,2.783991455392169
2025,p-so-6,X-coord,-2.0-2.0,0.25,2246.0,594.0,20.91549295774648,1.0,0.07922380494302365,1.657004934371692
2121,p-so-7,X-coord,-2.0-2.0,0.25,2278.0,562.0,19.788732394366196,1.0,0.07922380494302365,1.567738675280961
2217,p-so-8,X-coord,-2.0-2.0,0.25,2094.0,746.0,26.267605633802816,1.0,0.07922380494302365,2.0810196650526636
2313,p-so-9,X-coord,-2.0-2.0,0.25,2489.0,351.0,12.359154929577464,1.0,0.07922380494302365,0.9791392794014543
2409,pcpo-1,X-coord,-2.0-2.0,0.25,2586.0,254.0,8.943661971830986,0.0,0.07922380494302365,0.7085509315326763
2505,pcpo-2,X-coord,-2.0-2.0,0.25,2600.0,240.0,8.450704225352112,0.0,0.07922380494302365,0.6694969431804816
2601,pcpo-3,X-coord,-2.0-2.0,0.25,2670.0,170.0,5.985915492957746,0.0,0.07922380494302365,0.47422700141950774
2697,pnpo-1,X-coord,-2.0-2.0,0.25,2335.0,505.0,17.781690140845072,1.0,0.07922380494302365,1.4087331512755967
2793,pnpo-10,X-coord,-2.0-2.0,0.25,2142.0,698.0,24.577464788732396,1.0,0.07922380494302365,1.9471202764165674
2889,pnpo-11,X-coord,-2.0-2.0,0.25,2110.0,730.0,25.704225352112676,1.0,0.07922380494302365,2.0363865355072983
2985,pnpo-12,X-coord,-2.0-2.0,0.25,2090.0,750.0,26.408450704225352,1.0,0.07922380494302365,2.092177947439005
3081,pnpo-13,X-coord,-2.0-2.0,0.25,2053.0,787.0,27.711267605633804,1.0,0.07922380494302365,2.195392059512663
3177,pnpo-2,X-coord,-2.0-2.0,0.25,1981.0,859.0,30.246478873239436,1.0,0.07922380494302365,2.396241142466807
3273,pnpo-3,X-coord,-2.0-2.0,0.25,2328.0,512.0,18.028169014084508,1.0,0.07922380494302365,1.428260145451694
3369,pnpo-4,X-coord,-2.0-2.0,0.25,2306.0,534.0,18.802816901408452,1.0,0.07922380494302365,1.4896306985765717
3465,pnpo-5,X-coord,-2.0-2.0,0.25,2334.0,506.0,17.816901408450704,1.0,0.07922380494302365,1.411522721872182
3561,pnpo-6,X-coord,-2.0-2.0,0.25,2753.0,87.0,3.063380281690141,1.0,0.07922380494302365,0.24269264190292458
3657,pnpo-7,X-coord,-2.0-2.0,0.25,2768.0,72.0,2.535211267605634,1.0,0.07922380494302365,0.2008490829541445
3753,pnpo-8,X-coord,-2.0-2.0,0.25,2288.0,552.0,19.43661971830986,1.0,0.07922380494302365,1.5398429693151077
3849,pnpo-9,X-coord,-2.0-2.0,0.25,2137.0,703.0,24.753521126760564,1.0,0.07922380494302365,1.961068129399494
10,n-n-1,X-coord,-2.0-2.0,0.5,2686.0,154.0,5.422535211267606,0.0,0.188895148929098,1.0242905963056723
106,n-n-2,X-coord,-2.0-2.0,0.5,2840.0,0.0,0.0,0.0,0.188895148929098,0.0
202,n-n-3,X-coord,-2.0-2.0,0.5,2840.0,0.0,0.0,0.0,0.188895148929098,0.0
298,n-n-4,X-coord,-2.0-2.0,0.5,2509.0,331.0,11.654929577464788,0.0,0.188895148929098,2.2015596582933603
394,n-n-5,X-coord,-2.0-2.0,0.5,2840.0,0.0,0.0,0.0,0.188895148929098,0.0
490,p-p-1,X-coord,-2.0-2.0,0.5,2468.0,372.0,13.098591549295774,0.0,0.188895148929098,2.4742604014656497
586,p-p-2,X-coord,-2.0-2.0,0.5,2659.0,181.0,6.373239436619718,0.0,0.188895148929098,1.2038740125410823
682,p-p-3,X-coord,-2.0-2.0,0.5,2226.0,614.0,21.619718309859156,0.0,0.188895148929098,4.083859909945993
778,p-p-4,X-coord,-2.0-2.0,0.5,2524.0,316.0,11.126760563380282,0.0,0.188895148929098,2.1017910937181328
874,p-so-1,X-coord,-2.0-2.0,0.5,2353.0,487.0,17.14788732394366,1.0,0.188895148929098,3.2391527298757294
970,p-so-10,X-coord,-2.0-2.0,0.5,2333.0,507.0,17.85211267605634,1.0,0.188895148929098,3.3721774826427007
1066,p-so-11,X-coord,-2.0-2.0,0.5,2124.0,716.0,25.211267605633804,1.0,0.188895148929098,4.762286149057542
1162,p-so-12,X-coord,-2.0-2.0,0.5,2084.0,756.0,26.619718309859156,1.0,0.188895148929098,5.028335654591483
1258,p-so-13,X-coord,-2.0-2.0,0.5,2726.0,114.0,4.014084507042254,1.0,0.188895148929098,0.7582410907717315
1354,p-so-14,X-coord,-2.0-2.0,0.5,2726.0,114.0,4.014084507042254,1.0,0.188895148929098,0.7582410907717315
1450,p-so-15,X-coord,-2.0-2.0,0.5,2799.0,41.0,1.443661971830986,1.0,0.188895148929098,0.2727007431722894
1546,p-so-16,X-coord,-2.0-2.0,0.5,2429.0,411.0,14.471830985915492,1.0,0.188895148929098,2.733658669361242
1642,p-so-2,X-coord,-2.0-2.0,0.5,2840.0,0.0,0.0,1.0,0.188895148929098,0.0
1738,p-so-3,X-coord,-2.0-2.0,0.5,2156.0,684.0,24.08450704225352,1.0,0.188895148929098,4.5494465446303884
1834,p-so-4,X-coord,-2.0-2.0,0.5,2172.0,668.0,23.52112676056338,1.0,0.188895148929098,4.443026742416812
1930,p-so-5,X-coord,-2.0-2.0,0.5,2131.0,709.0,24.964788732394368,1.0,0.188895148929098,4.715727485589102
2026,p-so-6,X-coord,-2.0-2.0,0.5,2385.0,455.0,16.02112676056338,1.0,0.188895148929098,3.0263131254485773
2122,p-so-7,X-coord,-2.0-2.0,0.5,2517.0,323.0,11.373239436619718,1.0,0.188895148929098,2.148349757186572
2218,p-so-8,X-coord,-2.0-2.0,0.5,2314.0,526.0,18.52112676056338,1.0,0.188895148929098,3.4985509977713223
2314,p-so-9,X-coord,-2.0-2.0,0.5,2753.0,87.0,3.063380281690141,1.0,0.188895148929098,0.5786576745363213
2410,pcpo-1,X-coord,-2.0-2.0,0.5,2742.0,98.0,3.4507042253521125,0.0,0.188895148929098,0.651821288558155
2506,pcpo-2,X-coord,-2.0-2.0,0.5,2772.0,68.0,2.3943661971830985,0.0,0.188895148929098,0.45228415940769945
2602,pcpo-3,X-coord,-2.0-2.0,0.5,2755.0,85.0,2.992957746478873,0.0,0.188895148929098,0.5653551992596243
2698,pnpo-1,X-coord,-2.0-2.0,0.5,2465.0,375.0,13.204225352112676,1.0,0.188895148929098,2.4942141143806955
2794,pnpo-10,X-coord,-2.0-2.0,0.5,2332.0,508.0,17.887323943661972,1.0,0.188895148929098,3.378828720281049
